order_id,interarrival_min,service_min,demand_units
1,4.808417207931989,1.186991744118444,23
2,4.672379311648907,3.8835309732685444,19
3,4.76952199974851,5.245582590588315,16
4,0.5595885797031664,1.985641548230198,15
5,0.17287479939675404,1.9486311176237823,18
6,2.9053210314123015,0.36618502537761366,24
7,2.819921388515147,0.28693306405306407,17
8,6.248591913098995,6.180340787069625,19
9,0.1585883943670182,1.349531146152679,18
10,2.093121693086329,10.726518537325827,20
11,0.14087261359561642,,21
12,2.178047256047919,0.5318396276433763,27
13,3.462654705767616,2.69762754406275,19
14,0.7737896491798226,4.36535866744317,20
15,2.4631713253231453,4.030383611345865,21
16,0.3075465076524534,4.6727915913792275,25
17,0.18315453478038307,1.0526152213169504,16
18,0.6303584042647857,6.081463205284583,17
19,1.802398550740316,6.322898232932754,17
20,0.8259706594769788,6.508828688497308,29
21,2.4947718996272483,3.034140027114888,21
22,0.44715274442464076,1.8628358991734952,15
23,3.675940528288925,,19
24,2.4541717264285183,0.5285335454989248,22
25,1.3115923079260012,1.595081073480641,15
26,0.8341734126236333,0.13914372969047245,17
27,0.9066393785965313,8.996852803366721,14
28,0.1541542941113095,3.0109258895446476,25
29,0.35926450874910754,2.040736528370766,17
30,1.3706409032085005,2.9149050826553444,19
31,0.7773604723196426,4.133824574344261,18
32,2.528413715130213,3.322206349391018,16
33,1.4169812548322507,3.1190635768137307,20
34,0.4758599085960327,2.3351071307201248,13
35,0.9221766725149424,1.3062900387966603,23
36,1.2831134743810282,0.781506857997919,15
37,0.6876667228755865,1.6312310446304168,19
38,0.643822441812621,2.365610692686634,26
39,1.7578293643850893,2.6003496818327765,19
40,0.5938944178575989,4.679756506154614,28
41,2.667404850063767,2.203411069080015,23
42,2.7817279724918147,3.719511115769605,13
43,2.1681658559303862,0.6135656332738839,16
44,0.14605669596087162,3.0425358084152334,19
45,2.2681350034455092,2.885944841424927,24
46,2.708675975730345,6.082870543673316,17
47,2.244079302914855,2.0421918770624656,19
48,0.5600982404728464,1.9731614932123207,25
49,0.6418723820720648,4.154293938440408,8
50,0.3314718146031964,0.8436084400159123,22
51,0.7087270253829235,2.9842234533196645,16
52,0.04227951281957562,0.8013830296172968,26
53,0.3347127922314269,7.945478894299615,22
54,2.630113689094313,1.7656677816202468,14
55,7.991512542369677,0.7493159077463654,29
56,1.1270761847772697,1.6213196524199764,19
57,0.5680794032016558,2.997779062927693,20
58,0.7955125078144711,,17
59,0.7226844458698258,5.869141913167577,16
60,0.25926720644720264,1.4587364690164104,20
61,2.16665026974322,4.287538771100036,19
62,2.751697707034887,0.45038033719276716,27
63,3.0156182612856144,0.9843516513829516,23
64,10.619765591519554,0.6322690027287546,20
65,4.213320469553527,1.2407461273094769,22
66,3.289731680991164,4.152728331974056,19
67,2.0869829639532074,1.489562800570348,17
68,1.185048397921582,1.7400854669221046,26
69,0.08890711254369439,3.057742710017206,24
70,1.9132055736403961,3.5278365263986693,21
71,1.2427661749858863,1.7845872867415964,25
72,3.015922750219182,0.9778351222288164,16
73,4.056003162312493,7.097028235103014,21
74,0.6641376293945404,1.7944566277992444,11
75,0.09950144240745228,1.945662500872133,26
76,1.8496444702455477,2.1499547864626196,19
77,5.106838799588095,3.79863812427462,17
78,1.642143193216912,0.5791021312461637,16
79,4.261885771688752,8.95395976424985,24
80,1.5060294906796652,1.9020149959244241,16
81,2.627988095287818,3.890732464217278,22
82,0.5775659893676103,,20
83,0.2688345016773767,2.8320445557274483,19
84,0.2849616654805842,8.057036274647718,16
85,0.23536463615017517,7.3204407138451,25
86,0.10934623782705907,3.8183746555136016,21
87,3.433186382988964,1.1664743398482795,28
88,0.8972299975338542,5.65984653150899,15
89,0.7722625253301895,0.4464599237409932,13
90,1.8699186691826748,1.1280236800590804,12
91,0.3745349109363536,,25
92,3.836584883703292,0.49497743225663204,24
93,2.583912078880899,1.6182308076058085,26
94,0.6584843920014113,4.348638327299591,20
95,0.4011836287448722,1.3567403941632925,19
96,1.062039218537093,4.492948403518653,19
97,0.6096617396135302,10.53433293164224,24
98,0.1514773977847119,3.3284486148054357,15
99,1.0071195969042317,4.43868939856956,25
100,4.503757129402234,,22
101,2.0176998747206873,1.748074742409007,17
102,6.164822451224324,4.365346310673269,17
103,4.092864650266274,1.7125694252755745,17
104,2.235784197683197,,22
105,3.7012007901996844,4.833982389768728,22
106,1.4538613671337774,1.2164992632336338,23
107,2.135698512001933,0.16106634474791176,22
108,0.7604377723098946,1.1135802723210806,19
109,0.4381082634909899,5.333922213833903,13
110,4.289834767846293,0.9879912575898953,19
111,0.28060592394051814,5.131797346135011,16
112,0.37579799002096603,1.1187625984783085,21
113,0.6204834751513789,2.095068399458885,20
114,1.9349987603475183,2.473666109417835,20
115,0.8276781520409403,0.98355077794175,21
116,1.3689658706299228,2.113793211298547,12
117,4.3195578018494665,0.5301027598211896,20
118,3.0834404720685304,1.8801072725950776,20
119,2.342493980775386,,32
120,0.3418998609172521,0.17371335626444984,15
121,2.378841873385931,1.1048719947624575,13
122,0.9089566631997654,3.088126131023327,19
123,0.24752719378757293,0.878288829771015,23
124,0.7988514361139832,3.4713206136379062,21
125,0.14111487238265055,3.720295799622642,29
126,1.830170300241932,3.0782309763604547,22
127,1.9433538429724337,4.328847737957732,22
128,0.5886002186099931,0.49221074155764327,24
129,0.09168283405222259,4.984877413658219,27
130,5.458620893981082,0.9986568420550883,17
131,1.6155983190675822,2.6967258532091254,17
132,2.976145579581247,7.8466643542573085,20
133,0.7055897722217551,1.8470501241148862,16
134,3.352801726596054,2.522240961626908,25
135,3.28254281923221,,24
136,0.18626435872243577,7.795193362453915,17
137,10.86317934403613,1.10716119517209,21
138,1.3471923562312846,3.954453325766967,22
139,2.7955168465403384,5.784779637837818,23
140,0.48739790332238664,4.224281012484088,18
141,1.9676426927863726,3.219712329009607,19
142,0.5724859772932929,2.665452924698679,24
143,3.227889874885389,0.7503816639628264,15
144,0.9261511041646138,7.565323031792547,17
145,1.5581943752252156,3.0275009425150983,11
146,1.0561411468315098,2.5234135988054733,15
147,1.507020102381255,0.9240782934290637,19
148,0.9446018760098092,2.618769553421877,12
149,1.2259878721438044,2.402162016575371,27
150,0.05744302293322041,7.8465258868106,21
151,3.1750179609999725,2.5222295610545493,16
152,5.0192967766764625,2.586597988309078,23
153,1.1619190654621998,0.9351373777690928,30
154,6.8081785933869465,1.3156455005734546,17
155,0.33617299225550856,3.626400174360735,18
156,5.569295217873232,0.3907673800913629,10
157,0.7287088686476703,4.966358649323837,23
158,1.3373165202843895,5.059150710246222,19
159,4.873988583502745,1.1946592851531945,21
160,0.25384986586057773,3.2284618317048324,13
161,0.38196992016259446,,21
162,2.6850573069026002,2.252583026383646,9
163,1.9647578430016444,1.9315689096313282,19
164,0.5759376794918654,2.128731161598845,15
165,0.886716586376423,3.0223806425871196,28
166,1.499702101424154,1.470327241001471,28
167,3.799510763331127,1.7995482477512226,21
168,0.7166408007221496,3.0672550692472225,19
169,1.5301297084503918,1.6790809464328789,15
170,0.7083704408741089,0.8573249349667259,12
171,0.6086370267037324,0.35004901589177767,25
172,4.267084389136283,2.5603502622708465,20
173,1.1131660755267132,5.665427494637648,18
174,2.6788505369202564,3.3477754502448587,16
175,0.605405155545571,0.8902793823896272,29
176,0.3720701880222576,1.3070887643045017,16
177,2.284815642377911,1.9199252689166848,18
178,2.8349069322967835,8.013013456443705,16
179,1.901772889704672,8.301289409103513,28
180,2.374703226063979,7.665817348510579,15
181,2.03770485074265,2.76247733631953,22
182,2.1839119019842457,15.090718589268524,12
183,4.509365202989547,1.365274984334052,24
184,5.646938099486904,1.8627371257126302,18
185,1.3247146811245918,4.7045564207204436,20
186,0.18148987500439087,3.079192531974101,19
187,2.8074686101958584,3.2100754150788315,22
188,1.6923871721627965,1.0397552879059169,26
189,4.880933174224186,2.388584473204311,14
190,2.0889467719516195,1.3831531100216479,23
191,0.2805392498466099,0.6975587785056145,17
192,2.098414765608155,1.529825238183971,19
193,1.1448894188746357,3.07983422497946,20
194,0.23027227885906118,4.181210435908769,18
195,0.5477002202532291,0.3345653359843659,13
196,6.9520791863903915,2.476219593856627,16
197,0.8058545192337773,2.3050280699497736,19
198,0.5161817457873468,2.9627272140847003,18
199,0.8882119516029778,0.9066022698939138,21
200,4.134708749639831,0.9242254276064048,20
201,2.1776723531455002,5.768811247846675,19
202,0.39541017879203755,1.2089295537615985,24
203,0.016258845666068018,1.78961840389087,24
204,0.8760470311359875,1.9435949250543794,21
205,0.30125390159704935,1.4061031760854465,25
206,4.1349241639966765,3.5467251371639574,20
207,0.21317639239357392,3.3331111894528123,17
208,1.368485180420787,2.2252105560051136,13
209,2.0350549347436537,1.478305574779304,28
210,5.740010787713649,2.0883705451940893,34
211,0.5809563127769198,2.6378577698428707,20
212,3.4715597994257856,1.308517072759269,19
213,1.5273387440243944,3.737595672004036,25
214,3.4600400841055454,4.941013854218394,15
215,0.7162601359535599,6.440376570272002,16
216,0.66553797868849,6.178806047042956,15
217,0.50554605101063,1.9335262867004004,17
218,2.087793643821079,,18
219,1.2992532201905334,2.191843528454869,19
220,1.73215862493018,2.185531053972078,25
221,2.565656749770563,2.076647661691357,16
222,2.3081548739880975,2.5116693611588135,18
223,2.0905965732892224,5.503675664436941,20
224,2.7974952794850187,3.1487863008610844,16
