order_id,interarrival_min,service_min,demand_units
1,4.808417207931989,1.186991744118444,23
2,4.672379311648907,3.883530973268544,19
3,4.76952199974851,5.245582590588315,16
4,0.5595885797031664,1.985641548230198,15
5,0.172874799396754,1.9486311176237825,18
6,2.905321031412301,0.3661850253776136,24
7,2.819921388515147,0.286933064053064,17
8,6.248591913098995,6.180340787069625,19
9,0.1585883943670182,1.349531146152679,18
10,2.093121693086329,10.726518537325829,20
12,2.178047256047919,0.5318396276433763,27
13,3.462654705767616,2.69762754406275,19
14,0.7737896491798226,4.36535866744317,20
15,2.4631713253231453,4.030383611345865,21
16,0.3075465076524534,4.672791591379228,25
17,0.183154534780383,1.0526152213169504,16
18,0.6303584042647857,6.081463205284583,17
19,1.802398550740316,6.322898232932754,17
20,0.8259706594769788,6.508828688497308,29
21,2.4947718996272483,3.034140027114888,21
22,0.4471527444246407,1.8628358991734952,15
24,2.4541717264285183,0.5285335454989248,22
25,1.3115923079260012,1.595081073480641,15
26,0.8341734126236333,0.1391437296904724,17
27,0.9066393785965312,8.996852803366721,14
28,0.1541542941113095,3.010925889544648,25
29,0.3592645087491075,2.040736528370766,17
30,1.3706409032085003,2.9149050826553444,19
31,0.7773604723196426,4.133824574344261,18
32,2.528413715130213,3.322206349391018,16
33,1.416981254832251,3.1190635768137307,20
34,0.4758599085960327,2.3351071307201248,13
35,0.9221766725149424,1.3062900387966605,23
36,1.2831134743810282,0.781506857997919,15
37,0.6876667228755865,1.6312310446304168,19
38,0.643822441812621,2.365610692686634,26
39,1.7578293643850893,2.6003496818327765,19
40,0.5938944178575989,4.679756506154614,28
41,2.667404850063767,2.203411069080015,23
42,2.7817279724918147,3.719511115769605,13
43,2.1681658559303862,0.6135656332738839,16
44,0.1460566959608716,3.0425358084152334,19
45,2.268135003445509,2.885944841424927,24
46,2.708675975730345,6.082870543673316,17
47,2.244079302914855,2.0421918770624656,19
48,0.5600982404728464,1.9731614932123207,25
49,0.6418723820720648,4.154293938440408,8
50,0.3314718146031964,0.8436084400159123,22
51,0.7087270253829235,2.9842234533196645,16
52,0.0422795128195756,0.8013830296172968,26
53,0.3347127922314269,7.945478894299615,22
54,2.630113689094313,1.7656677816202468,14
55,7.991512542369677,0.7493159077463654,29
56,1.1270761847772697,1.6213196524199764,19
57,0.5680794032016558,2.997779062927693,20
59,0.7226844458698258,5.869141913167577,16
60,0.2592672064472026,1.4587364690164104,20
61,2.16665026974322,4.287538771100036,19
62,2.751697707034887,0.4503803371927671,27
63,3.0156182612856144,0.9843516513829516,23
64,10.619765591519554,0.6322690027287546,20
65,4.213320469553527,1.2407461273094769,22
66,3.289731680991164,4.152728331974056,19
67,2.086982963953208,1.489562800570348,17
68,1.185048397921582,1.7400854669221046,26
69,0.0889071125436943,3.057742710017206,24
70,1.913205573640396,3.5278365263986693,21
71,1.2427661749858865,1.7845872867415964,25
72,3.015922750219182,0.9778351222288164,16
73,4.056003162312493,7.097028235103014,21
74,0.6641376293945404,1.7944566277992444,11
75,0.0995014424074522,1.945662500872133,26
76,1.849644470245548,2.14995478646262,19
77,5.106838799588095,3.79863812427462,17
78,1.642143193216912,0.5791021312461637,16
79,4.261885771688752,8.95395976424985,24
80,1.5060294906796652,1.902014995924424,16
81,2.627988095287818,3.890732464217278,22
83,0.2688345016773767,2.8320445557274483,19
84,0.2849616654805842,8.057036274647718,16
85,0.2353646361501751,7.3204407138451,25
86,0.109346237827059,3.8183746555136016,21
87,3.433186382988964,1.1664743398482795,28
88,0.8972299975338542,5.65984653150899,15
89,0.7722625253301895,0.4464599237409932,13
90,1.8699186691826748,1.1280236800590804,12
92,3.836584883703292,0.494977432256632,24
93,2.583912078880899,1.6182308076058085,26
94,0.6584843920014113,4.348638327299591,20
95,0.4011836287448722,1.3567403941632925,19
96,1.062039218537093,4.492948403518653,19
97,0.6096617396135302,10.53433293164224,24
98,0.1514773977847119,3.328448614805436,15
99,1.0071195969042317,4.43868939856956,25
101,2.017699874720688,1.748074742409007,17
102,6.164822451224324,4.365346310673269,17
103,4.092864650266274,1.7125694252755743,17
